id,date,text,source
3048,05.08.2025,"Здравствуйте. Ровно 6 лет я пыталась разобраться с банком по поводу задолженности при входе в приложение. Она просто горела красным цветом и при все. при этом не удерживался долг, так как его в принципе не было. Ровно 6 лет я звонила в банк и приставам каждый день, как на Работу. И сегодня я попала на человека, в колл центре, который может заменить десяток бесполезных сотрудников банка. 
Она преподнесла информацию далее (в сам банк) так, что мой 6 летний вопрос решился. Боже, какое счастье входя в приложение банка не видеть эти красные цифры и не злиться, что мой любимый банк ведет себя некорректно В этом вопросе. Имя оператора Лиля или Лия. 
Звонила я 5 августа в 12:28. Пожалуйста, найдите этого оператора и дайте ей премию. Только благодаря тому, что через мою практически истерику она вычленила главное, вопрос был решен. Напомню, 6 лет никто не мог Этого сделать. Лиля-вы лучшее, что есть в Газпромбанке. 
Спасибо вам за решение вопроса и извините меня за не совсем корректное общение. Я так признательна вам! Банк прислал извинение в личный кабинет, я его приняла. Моя цель отзыва- благодарность определенному сотруднику контакт центра.",Banki.ru
3049,06.08.2025,"Получила сегодня 06.08.2025 карту Газпромбанка. Очень удивило, что заранее мне набрала представитель, зовут Ксения и уточнила в какое время мне будет удобно, согласовали встречу на 10:30. Доставка карты быстрая, очень приятный на вид конверт и дизайн самой карты,Ксения помогла мне с документами, рассказала про все пункты, которые у меня вызвали вопросы, особенно про федеральные законы. 
Встреча длилась всего 13 минут, мне пошли активировать карту, сделать первую покупку и открыть накопительный счет. Очень приятно, что Ксения на протяжении всей встречи была приветлива, общительна и настроена на то, чтобы я осталась довольна. Спасибо большое за карту!!!!",Banki.ru
3050,06.08.2025,"Заказала карту Газпромбанка, со мной в это же день связались, уточнили когда удобно приехать, сотрудник Владислав приезжал, все подробно рассказал о преимуществах карты, очень приятный молодой человек, буду обязательно советовать родственникам. Карта очень выгодная, отличный кешбек, понятное приложение.",Banki.ru
3051,06.08.2025,Здравствуйте администрация банки ру Я хочу написать отзыв о сотрудниках Газпромбанка 3 августа я вышла на связь в приложении в чате с сотрудником Евгенией с вопросом как мне открыть дистанционно накопительный счёт на ежедневный остаток и она мне помогла разъяснила и мы открыли этот счёт потому что у меня были сомнения у меня не открывался самостоятельно спасибо за таких сотрудников она меня можно сказать вела дистанционно по открытию этого счёта спасибо очень рада сотрудничать с этим банком и всем советую и рекомендую здесь помогут,Banki.ru
3052,07.08.2025,"Мне необходимо было обновить данные в связи со сменой паспорта , я не хотела это делать через подключение сервиса Госуслуг в целях безопасности, поэтому обратилась лично в банк, к моей радости не было очереди, меня приняли моментально и сотрудница Газпромбанка быстро обновила мои данные в банковской системе.",Banki.ru
3053,07.08.2025,"Доброго дня! Получила сегодня дебетовую карту, утром звонила Ксения, уточнила время и дату доставки. Договорились на 13:00, 07 августа 2025года. Встреча прошла в приятной обстановке, Ксюша помогла войти в приложение, установить пин-код, рассказала про все акции в банке, так же рассказала как снимать, как пополнять. Встреча заняла минут 20, но за это время я получила лучшую консультацию за все время пользования банками. Спасибо большое Газпромбанку за такие условия по карте и таких сотрудников!!",Banki.ru
3054,07.08.2025,"Добрый день, я из города Курчатов, заказал карту Газпромбанка .Привезла мне ее девушка- Представитель из Курска,  очень приятная, общительная, легко поработали, она скачала мне Приложение, настроила , рассказала все плюсы , я даже не знал , что есть кешбэк , что есть классные тарифы вкладов, решил подключить друзей, так как за это еще и бонусы дают .Спасибо К-ва Екатерина А., Представитель Газпромбанка.",Banki.ru
3055,07.08.2025,"Обратилась в Газпромбанк для консультации в соцсети. Дата обращения: 07.08.2025. Время обращения: 18:51.
- спросила где я могу узнать свой тариф в приложении
- ответ: с тарифами можно ознакомиться в приложении в разделе мои карты - выбрать карту - тариф
- уточнила как отключить смс оповещения
- указали путь как отключить смс в приложении, ещё можно в офисе и на горячей линии
- узнала работает ли карта мир в Турции
- ответ: на текущий момент не работает по оплате покупок и снятие наличных
- уточнила про Казахстан
- ответ: можно совершать оплату покупок и снимать наличные, кроме халык банка.
Я писала вопросы и ответ поступал через минуту-две, отвечали именно на мои вопросы, не приписывая ничего лишнего. Спасибо сотрудникам соцсети, я осталась довольна консультацией!",Banki.ru
3056,07.08.2025,"Хочу выразить благодарность сотрудникам за оперативное решение моего вопроса. Обратилась в Банк по вопросу списания комиссии за мобильное информирование, сотрудники быстро отреагировали, помогли разобраться в моем вопросе и все решили в установленные сроки.
После решения моего вопроса позвонили сотрудники горячей линиии, уведомили меня о положительном результате моей заявке, а так же направили пуш и смс.
Такой уровень сервиса вызывает доверие и желание оставаться клиентом Банка.",Banki.ru
3057,08.08.2025,"Доброго времени суток.
Необходима была дебетовая карта Мир. У супруга данный банк зарплатный, его устраивает обслуживание, поэтому через его приложение заказали доставку карты на дом для меня. В назначенный день доставки произошёл конфуз с телефоном, но до меня дозвонился специалист. Доставил вовремя. Вежливо, грамотно и непринужденно объяснил мне обо всех моментах пользования картой. На мои вопросы о других продуктах банка специалист дал расширенные ответы. Рассказал о других предложениях.",Banki.ru
3058,08.08.2025,"Очень хороший сервис доставки карт Газпромбанк на дом в городе Бийске. Представитель банка П-в Роман связался со мной в указанный день, но меня не было дома, вызвали на работу, Роман сразу согласился приехать ко мне на работу, на встрече помог установить приложение и настроить его. Спасибо банку ща удобный сервис и отзывчивый сотрудников.",Banki.ru
3059,08.08.2025,"Доброе утро,
Заказала дебетовую карту, (оформление карты онлайн не заняло много времени),Указала удобное время и место доставки. Очень вежливый представитель банка, предварительно позвонив, уточнить удобное время. Привезли карту, оформили оформили все документы. Помог скачать приложение,ответил  терпеливо на все вопросы. Спасибо большое .",Banki.ru
3060,08.08.2025,"Я получала карту 21.07.2025 от представителя банка города Прокопьевск Яны.Очень хороший специалист,все подбробно объяснила,помогла активировать карту,рассказала про все акции и кешбек,про накопительный счет тоже рассказала.Польностью обьяснила как пользоваться приложением,я осталась очень довольна работой данного специалиста,спасибо!",Banki.ru
3061,08.08.2025,"Я внес весь размер задолженности по кредитной карте 02.09.2024 и в тот же день (02.09.2024) обратился в чат с просьбой проверить, будут ли рассчитаны проценты и когда зачислится платеж. К диалогу подключилась оператор, который сообщил, что погашение задолженности происходит не позднее рабочего дня, следующим за днем поступления средств на счет карты. Также оператор направил в чат очередность погашения задолженности по моей карте.
После моего вопроса о том, будет ли учтен сегодняшний платеж, что сумма на счет уже поступила и необходимо ожидать обновления информации по задолженности.
На мой дополнительный вопрос о наличии процентов и штрафов оператор Алина после уточнения информации в профильном подразделении сообщила, что задолженность погашена.
Выражаю благодарность Алине за помощь с решением вопроса.",Banki.ru
3062,08.08.2025,"Обратился в чат 03.09.2024 с информацией о том, что я учувствую в акции «Кэшбэк 35%» и в августе совершил покупки на 5000 рублей. Просил пояснить, почему кэшбэк в размере 1000 баллов не зачислен.
К диалогу подключился оператор (имя не указано), который сообщил, что срок выплаты возрождения – ежемесячно, раз в календарный месяц (до конца календарного месяца) по результатам выполнения условий акции в предыдущем календарном месяце. Кешбэк за август будет начислен до 30.09.
Прошу передать слова благодарности оператору за оказанную консультацию. Кэшбэк поступил в срок.",Banki.ru
3063,08.08.2025,"По условиям акции «Кешбэк 35% на ежедневные траты», выплата вознаграждения осуществляется, если в течение расчетного периода выполнено, помимо прочего, условие по поддержанию среднего остатка на дебетовой карте не менее 30 000 рублей  включительно. При этом расчетный период определяется с первого дня календарного месяца (включительно) по последний день календарного месяца (включительно). 
Однако мне до конца не было понятно, нужно ли держать все 30 000 рублей на карте весь последний календарный день июля, или можно будет уже в тот же день вывести деньги с карты. Для получения разъяснений по этому и другим вопросам я позвонил на горячую линию Газпромбанка 17 июля в 15:35.  
Сотрудник банка Татьяна  пояснила, что по условиям маркетинговой акции «Кешбэк 35% на ежедневные траты», все действия, совершенные в рамках данной акции, фиксируются с 00:00:00 по 23:59:59 включительно. Кроме того Татьяна подсказала как правильно использовать уже накопленные баллы (конвертировать их в рубли либо компенсировать совершенную ранее покупку).
В конце отзыва я хочу поблагодарить сотрудника банка за оказанную мне  консультацию, в том числе благодаря которой, мне в итоге удалось сохранить  среднемесячный остаток на дебетовой карте свыше 30 000 рублей за июль, и я, как указано в  приложении Газпромбанка, теперь вправе рассчитывать на получение кешбэка за июль месяц (до конца августа).",Banki.ru
3064,09.08.2025,"Обратился в офис Газпром банка с проблемой, невозможно подключить кредитку Visa к оплате телефоном, через Мир пэй. Моментально выпустили электронную карту Мир, привязали к кредитке и всё работает! Оплачиваю теперь покупки телефон, по NFC, через Мир пэй. Я доволен! Благодаря грамотности сотрудника, всё обслуживание заняло не более 10 минут.",Banki.ru
3065,10.08.2025,"05 августа 2025 года заказал дебетовую карту с хорошими условиями и хорошим кешбэком, просто и быстро оформить заявку на сайте. Уже на следующий день 06 августа 2025 года представитель банка доставила карту по указанному адресу, оформление документов не занимает много времени. Обслуживанием доволен, большое спасибо!",Banki.ru
3066,10.08.2025,"08.08. в 14:30 обращалась в отделение банка по адресу: Менделеева 138, меня интересовал вопрос драгоценных металлов в слитках. После 2-х минут ожидания меня пригласили к окошку 1. Знающая свою работу девушка проконсультировала по вопросу какие металлы доступны к продаже, ответила, что в банке можно купить золотые и серебряные слитки. Также я уточняла как можно приобрести слитки, сказала, что доступно в отделении банка, а также можно сделать предзаказ на сайте и там же актуальные котировки указаны на форме предзаказа. Благодарю за подробную консультацию!",Banki.ru
3067,10.08.2025,"В Газпромбанке у меня открыт накопительный счет Простой процент.  10 августа 2025 года я решил узнать поподробнее информацию о своём накопительном счёте Простой процент. 10 августа 2025 года  в 20:59 я решил обратиться в онлайн чат поддержку Газпромбанка, что узнать подробную информацию о своём накопительном счёте. В  21:00  10 августа 2025 года мне ответил оператор онлайн-чата Дмитрий,  что ознакомиться с моим вопросом и вернётся ко мне через некоторое время. В 21:02 10 августа 2025 года оператор онлайн-чата Дмитрий  снова присоединился ко мне и сообщил, что
на данный по моему накопительному
счёту действует ставка 15% годовых. Снятие и пополнение по нему -без ограничений
Проценты начисляются ежемесячно на сумму минимального остатка,
находящегося (зафиксированного
банком) на банковском счете на начало операционного дня по местному времени филиала (региона).
Выплата процентов производится ежемесячно в первый рабочий день месяца, на сумму минимального остатка на начало операционного дня в течение расчетного периода.
Хочу поблагодарить оператора онлайн чата Дмитрия за оперативное предоставление подробной информации и знание банковских продуктов, в частности накопительных счетов.",Banki.ru
3068,11.08.2025,"8 августа 2025 года посетила офис банка в Волгограде на ул.Козловской,34а.
Получила подробные,детальные ответы на все интересующие меня вопросы ,после чего я открыла накопительный счет ""Ежедневная выгода"".
Я много лет являюсь клиентом Газпромбанка имею несколько вкладов и накопительных счетов и в дальнейшем буду оставаться клиентом Газпромбанка.
Ранее я рекомендовала своей подруге банк,за что и я и она получили по 1000 руб.
Буду рекомендовать и далее своим знакомым Газпромбанк.
Обслуживание в банке 8 августа 2025 года было вежливым,профессиональным,заинтересованным, как и при каждом моем посещении офиса на Козловской,34а.
Желаю банку процветания,успехов!
От этого зависит и мое финансовое благополучие.",Banki.ru
3069,11.08.2025,"Простите пожалуйста, что забыла как зовут представителя который ко мне приходил. Мужчина очень вежливый, опрятно одетый, разулся перед входом в квартиру. От всего отказался- даже от воды. Хотя на улице безумная жара. Это не первый представитель банка который приходит ко мне домой, но такой первый. Обычно ни кто не отказывался от кофе или воды. Но говорит запрещено по регламенту. Мне кажется это говорит о статусе банка, он на высоте! Одет опрятно, на все мои вопросы ответил без остановки. Даже когда что то нажимал оформляя продукт, а я его отвлекала, работал и одновременно говорил. Отдал карту, ответил про преимущества и карты и самого банка. Мне очень понравилось обслуживание- честно одно из самых лучших! Благодарю. Буду всем советовать.",Banki.ru
3070,11.08.2025,"Стала клиентом Газпромбанка , заказывала карту через сайт в городе Рубцовск. Со мной связался сотрудник Ч-ов Андрей , договорился о встрече , в удобное для меня время. Очень вежливый и клиентоориентированный специалист !  Рассказал про все преимущества карты , помог настроить мобильное приложение , все понятно и доступно , спасибо!",Banki.ru
3071,11.08.2025,"Сделала заявку на сайте, все было понятно и просто в оформлении. В назначенный день, молодой человек ( к сожалению забыла ИМЯ) перезвонил заранее, а затем ко времени принёс карту, все очень быстро оформил, подождал пока у меня люди пройдут, тк я была на работе.  Подарил ручку, было очень приятно . Спасибо.",Banki.ru
3072,12.08.2025,"Получила дебетовую карту, и в силу своего возраста (66лет), немного не рассчитала с выполнением п.3.2.1. Обратилась в банк с заявлением и мне, в рамках лоялности вернули списанную комиссию.
Спасибо большое!
Кроме того воспользовалась услугой по прохождению в бизнес-зал в аэропорту. для меня в тот момент это стало большой поддержкой.",Banki.ru
3073,12.08.2025,"Всем доброго времени суток! Заказывала дебетовую карту Газпромбанка с доставкой по указанному адресу в г. Липецк. Очень понравилось отношение к работе К-ой Ольги А. В день доставки была проблемма с интернетом, что сильно усложняло оформление документов. Ольга А. перезванивала, уточняла есть ли возможность подключения к Wi-Fi, педупреждала о возможной задержке по времени. При оформлении всё рассказала о карте, разъяснила, ответила на вопросы, помогла с установкой приложения. Очень приятное впечатление о сотруднике и огромная благодарность. Клиентоориентированность на высшем уровне!",Banki.ru
3074,13.08.2025,"Добрый день! В приложении банка заказала дебетовую карту Газпромбанка, с сотрудником банка договорились на встречу в понедельник. От банка пришло подтверждение о назначенной встрече, с датой и  обозначением времени. Сотрудник банка позвонил, предупредил, приехал в обозначенное время. Дмитрий представитель банка помог сориентироваться в приложении банка, рассказал о дебетовой карте. У меня был вопрос по накопительным счетам: в приложении есть все условия. Благодарю Дмитрия в помощи, огромное спасибо.",Banki.ru
3075,13.08.2025,"Обращался в Газпромбанк дважды — 4 августа и 5 августа 2025 года — по вопросам, связанным с накопительным счётом и акцией «Приведи друга». Хотел уточнить условия, нюансы начисления процентов и порядок участия в акции.
Сотрудники в обоих случаях отвечали вежливо и подробно, давали разъяснения по всем пунктам. Понравилось, что специалисты были в курсе актуальных условий и не приходилось ждать или получать общие формулировки — сразу давали конкретику по моим вопросам.
В итоге получил всю необходимую информацию, разобрался с условиями накопительного счёта. Впечатление от обслуживания положительное.",Banki.ru
3076,13.08.2025,"Заказал карту Мир Суприм в вашем банке. 
со мной связался представитель Дмитрий утром, встреча была назначена на адресе проживания, в этот день вызвали на работу меня. алрес работы не входил в зону доставки,  Дмитрий сказал что постарается приехать на работу. сотрудник приехал в конце своего рабочего дня, встречу провели быстро, все рассказал, пояснил по привелегиям по данной карте. оформил услугу Бридическая помощ,так как это было мне актуально. Спасибо банку Газпром за таких ответственных и приветливых сотрудников которые отвечают на все вопросы. 
передайте благодарность Дмитрию за его ответственный подход к работе.
буду рекомендовать ваш банк друзьям!",Banki.ru
3077,14.08.2025,"Нужно было получить справку о полном погашении ипотеки, но не было доступа в личный кабинет, обратилась в офис обслуживания. Вопрос решился достаточно быстро. Так же заранее заказывала дебетовую карту онлайн. Вопрос со справкой и картой был решен в один день. Сотрудник выдал карту и помог войти в личный кабинет, чтобы выгрузить справку. Спасибо за скорость обслуживания.",Banki.ru
3078,15.08.2025,"Получил сегодня карту 15.08.2025, представитель помогла активировать карту, объяснила условия по карте,что она бесплатная, снимать пополнять можно в любом банке без клмисси, очень хорошие суммы на переводы по СПб.  Так же Ксения рассказала про кешбек 20% ради него я карту и заказывал, встреча продлилась не более 10 мин. Консультация сотрудника на высшем уровне, всем доволен, большое спасибо!",Banki.ru
3079,15.08.2025,"Большое спасибо за доставку карты, утром не смогла ответить на звонок. Днем Ксения позвонила ещё раз, и уже через час представитель была у меня. Согласовали на 15.08.2025 на 12:30. Встреча прошла быстро, буквально минут 10, Ксения помогла активировать карту и установить пинкод, рассказала про акцию 20% кешбека на супермаркеты и помогла открыть накопительный счёт. Кардой и доставкой довольна, спасибо.",Banki.ru
3080,15.08.2025,"Я Б-ов Айдар Ф. мне хочется оставить положительный отзыв представителю Газпромбанк  Г-ой Зульфия Ф. привезла дебетовую карту мир, все объяснила рассказала про продукты банка и помогла активировать карту. Спасибо доброжелательное общение представителя и внимательное и компетентное обслуживание",Banki.ru
3081,15.08.2025,"Заказал дебетовую карту с доставкой на дом. Утром , в день доставки, специалист созвонился и согласовал время. Приехала С-ва Ольга С., грамотно и понятно разъяснила условия обслуживания, ответила на все вопросы, рассказала о преимуществах накопительного счета и другие возможности накоплений. Ольга С. оставила очень приятное впечатление о себе и Газпромбанке!",Banki.ru
3082,16.08.2025,"По рекомендации друга решила заказать дебетовую карту газпромбанка . при заполнении заявки возникла ошибка и я отложила заполнение . через время мне позвонила консультант и предложила дозаполнить заявку в режиме разговора. Выбрала удобную дату доставки . за день до со мной связались подтвердили встречу . в день доставки предварительно позвонили и договорились о времени месте встречи. Курьер был вежлив 👍 четко рассказал всю информацию, помог настроить карту для дальнейшего использования, такой подробной консультации я еще не получала , спасибо большое.",Banki.ru
3083,16.08.2025,"Получил дебетовую карту, представитель банка все доходчиво и компетентно обьяснила, очень оперативно были подготовлены все необходимые документы. Представитель банка была вежлива, пунктуальна и доброжелательна. Всеми услугами банка доволен. Обязательно буду советовать газпромбанк своим друзьям, знакомым родственникам.",Banki.ru
3084,16.08.2025,"Оформил карту, сотрудник чётко объяснил все правила и условия. Рассказал про бонусы и услуги.
Очереди не было. Карту получил за 10 минут.
Очень понравилось внимательное отношение, понятные правила, прозрачные условия, отсутствие навязчивой рекламы.
Офис рядом с метро, доступный, найти можно без проблем.",Banki.ru
3085,17.08.2025,"Заявку начал оформлять на сайте, отвлёкся, забыл. Мне позвонили из банка, спросили хочу ли продолжить. Я сказал: позвоните завтра. Они позвонили, всё оформили, ожидаю сотрудника. Выбрал место и диапазон времени встречи. Сотрудник позвонил, сообщил, когда приедет. Пунктуальность на высоте. Сотрудник позитивный, всё подробно рассказал, на все мои вопросы ответил. Рассказал про удобства, рассказал, что можно сделать ещё. Я крайне доволен процессом оформления.",Banki.ru
3086,17.08.2025,"Решила выяснить ситуацию с работой мобильного приложения банка после обновления телефона.
А получилось в итоге, что и приложение восстановить помогли и карту дебетовую новую получила и узнала массу новой полезной информации для себя, как клиента Газпромбанка.
Быстрое, полезное, а главное выгодное для меня оказалось помещение офиса банка.
Спасибо за приятное и профессиональное общение с сотрудником банка Кристиной. Побольше бы таких работников!",Banki.ru
3087,17.08.2025,"Елизавета, грамотный и ответственный специалист, карта была оформлена в кратчайший срок, что мне очень помогло в решении жизненных ситуаций, спасибо большое. В отделении уютно, по домашнему, сразу вызвали , я объяснила свою просьбу, Елизавета мне  рассказала об условиях, оформление заняло несколько минут и я уже с картой.",Banki.ru
3088,17.08.2025,"Удобная заявка на сайте, выбор даты и места доставки, минимальное количество полей заявки. Курьер Денис позвонил, приехал в условленный период времени, полностью проконсультировать, приятный и лёгкий в общении человек. Документы заполнили быстро. Карта сразу заработала. Все отлично получилось. Сразу проверили, прогнали 100р,оплаиила с этой карты телефон",Banki.ru
3089,17.08.2025,"Добрый день. 12 августа 2025 года получила дебетовую карту . Огромная благодарность представителю Артёму за доставку карты, за помощь в активации, за понятное и грамотное объяснение всех условий.При оформлении карты назначила день когда мне нужно доставить карту, представить заранее позвонил и уточнил удобное время.",Banki.ru
3090,18.08.2025,"Решила оформить дебетовую карту Газпромбанка и не ошиблась в выборе. Доставка прошла оперативно, сотрудник банка оказался внимателен и компитентен. Карта имеет удобный дизайн, а приложение позволяет легко управлять управлять всеми транзакциями. Очень радует акция с кэшбеком 20℅ - это значительная выгода для регулярных покупок. Удобный способ сэкономить на вещах, которые покупаю ежедневно. Очень рекомендую карту тем, кто ценит удобство и выгодные условия.",Banki.ru
3091,18.08.2025,"Обслуживание в офисе в г. Пермь ул. М. Горького очень понравилось. Компетентные, вежливые сотрудники. Все сделали быстро, насколько позволяет регламент и система. Попутно рассказали о действующих акциях. Подробно объяснили и показали как пользоваться приложением банка. Все сделали с уважением, спасибо большое.",Banki.ru
3092,18.08.2025,"Здравствуйте!
16 августа обращалась в чат банка в соц.сетях с вопросом. Подруга увидела акцию от блогеров, где приглашают в ""Газпромбанк"" за бонусы. И я спросила, могу ли я подругу сама пригласить в ""Газпромбанк"" за такие бонусы.
Там условия, что при оформлении дебетовой карты ""Мир"" от ""Газпромбанка"" по акционной специальной ссылке ссылке - в подарок будет сертификат на 1800 рублей на выбор: ""Золотое Яблоко"", ""Яндекс Маркет"" или ""Ozon"".
Выпуск, доставка и обслуживание бесплатные. Сертификаты только для тех, у кого нет активного договора по дебетовым картам ""Мир"" ""Газпромбанка"" последние 180 дней.
Оператор банка мне ответил, что нет. Для участия в акции «Приводи друзей в ""Газпромбанк""» необходимо карту выпустить по специальной ссылке, которую направил друг.
Если оформить карту в рамках данной акции (с сертификатом), то клиент не сможет участвовать в акции «Приводи друзей в ""Газпромбанк""».
Я написала, что так я и спрашиваю, могу я другу такую ссылку отправить? Я же друг. И спросила, где мне такую ссылку взять ему отправить.
Банк ответил, что баннер находится в мобильном приложении в разделе Быстрые действия - Приведите друга.
Но оператор меня не совсем понял, видимо. Я ещё раз спросила, сказав, что я имею в виду, чтобы пригласить на карту, где 1800 балет в подарок на Яндексе, Золотом яблоке или Озоне другу.
Оператор ответил, что, чтобы получить вознаграждение за приглашëнного друга, можно принять участие в акции «Приводи друзей в Газпромбанк». Ранее вы отправили ссылку на другую акцию.
В этот момент мне показалось окончательно, что оператор вообще не в диалоге и витает в облаках. И ответы пишет все подряд, не сосредотачиваясь на цели ответить на сам вопрос.
Я ещë раз спросила. Как мне пригласить друга на таку карту, чтобы он получил как вознаграждение сертификат на 1800 на вышеуказанные бренды?
И настояла на ответе, просила, могут ли они ответить в конце концов на сам вопрос?
Оператор ответил, что для получения сертификата партнëра необходимо оформить заявку по специальной ссылке и получить дебетовую карту ""МИР"" в рамках пакета услуг «Универсальный», оплатить картой покупку на любую сумму в течение 30 дней после получения карты.
Пришлось спрашивать снова, а где именно эту ссылку взять?
В приложении у меня где конкретно она находится?
Ссылка на карту, получив которую друг получит такой сертификат.
Я уточнила, поняли ли они вопрос? Или считают возможным издеваться и трепать нервы, не отвечая нормально?
И тут наконец начался сам конкретный ответ.
Оператор сообщил, что по данной акции оформить карту в мобильном приложении невозможно. Блогер размещает у себя пост с таким продуктом и промокодом и предложением клиенту за выдачу получить сертификат.
Клиент переходит на лэндинг партнера, оставляет промокод, который блогер разместил на первом шаге у себя в посте.
Я уточнила ещё, что то есть такую карту с сертификатом можно оформить только у блогеров, которые разместили на это ссылку?
Оператор ответил да.
Спасибо большое за всë-таки ответ, пояснения! Скриншоты прикрепяю. Друга пригласила по обычной ссылке своей на карту. Надеюсь, на этот раз в офисе при получении карты по моей ссылке Вы не обманете друга, что карта стоит 1500 рублей, как было с прошлым приглашением.",Banki.ru
